OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
772,2016,6.0,New Jersey,Northeast,0.1,normal,intentional attack,vandalism,,1.0,0.0,8978416,2016-06-14 07:59:00,2016-06-14 08:00:00,0 to 0.5
773,2015,6.0,New Jersey,Northeast,1.0,warm,system operability disruption,,,132.0,156338.0,8958013,2015-06-23 18:18:00,2015-06-23 20:30:00,0.5 to 1.0
774,2006,9.0,New Jersey,Northeast,0.5,warm,severe weather,hurricanes,Ernesto,4140.0,100000.0,8661679,2006-09-01 20:00:00,2006-09-04 17:00:00,0 to 0.5
775,2011,8.0,New Jersey,Northeast,-0.6,cold,severe weather,,,2880.0,650000.0,8842934,2011-08-28 00:30:00,2011-08-30 00:30:00,-1.0 to -0.5
776,2014,1.0,New Jersey,Northeast,-0.5,cold,intentional attack,vandalism,,,,8938844,2014-01-21 17:00:00,,-1.0 to -0.5
777,2011,10.0,New Jersey,Northeast,-0.9,cold,severe weather,,,11430.0,197000.0,8842934,2011-10-29 14:30:00,2011-11-06 12:00:00,-1.0 to -0.5
778,2008,5.0,New Jersey,Northeast,-0.7,cold,severe weather,storm,,3599.0,135000.0,8711090,2008-05-12 00:01:00,2008-05-14 12:00:00,-1.0 to -0.5
779,2011,10.0,New Jersey,Northeast,-0.9,cold,intentional attack,vandalism,,,0.0,8842934,2011-10-14 14:20:00,2011-10-14 14:20:00,-1.0 to -0.5
780,2012,7.0,New Jersey,Northeast,0.1,normal,severe weather,thunderstorm,,2941.0,95400.0,8874893,2012-07-07 18:00:00,2012-07-09 19:01:00,0 to 0.5
781,2015,6.0,New Jersey,Northeast,1.0,warm,severe weather,,,,73000.0,8958013,2015-06-23 18:26:00,,0.5 to 1.0
782,2008,6.0,New Jersey,Northeast,-0.5,cold,severe weather,storm,,6090.0,248800.0,8711090,2008-06-10 18:00:00,2008-06-14 23:30:00,-1.0 to -0.5
783,2008,12.0,New Jersey,Northeast,-0.7,cold,system operability disruption,transmission interruption,,1365.0,156729.0,8711090,2008-12-09 17:27:00,2008-12-10 16:12:00,-1.0 to -0.5
784,2011,9.0,New Jersey,Northeast,-0.8,cold,intentional attack,vandalism,,375.0,0.0,8842934,2011-09-12 09:15:00,2011-09-12 15:30:00,-1.0 to -0.5
785,2011,8.0,New Jersey,Northeast,-0.6,cold,severe weather,,,2520.0,140000.0,8842934,2011-08-27 22:00:00,2011-08-29 16:00:00,-1.0 to -0.5
786,2015,6.0,New Jersey,Northeast,1.0,warm,severe weather,,,10080.0,263000.0,8958013,2015-06-23 18:00:00,2015-06-30 18:00:00,0.5 to 1.0
787,2016,1.0,New Jersey,Northeast,2.2,warm,severe weather,,,76.0,50900.0,8978416,2016-01-23 07:49:00,2016-01-23 09:05:00,>1.0
788,2011,9.0,New Jersey,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,8842934,2011-09-28 14:59:00,2011-09-28 14:59:00,-1.0 to -0.5
789,2006,2.0,New Jersey,Northeast,-0.6,cold,severe weather,winter storm,,3720.0,130000.0,8661679,2006-02-12 02:00:00,2006-02-14 16:00:00,-1.0 to -0.5
790,2008,6.0,New Jersey,Northeast,-0.5,cold,severe weather,wildfire,,333.0,75654.0,8711090,2008-06-09 14:52:00,2008-06-09 20:25:00,-1.0 to -0.5
791,2011,11.0,New Jersey,Northeast,-1.0,cold,intentional attack,vandalism,,,0.0,8842934,2011-11-14 14:24:00,2011-11-14 14:24:00,<-1.0
792,2014,1.0,New Jersey,Northeast,-0.5,cold,intentional attack,,,353.0,,8938844,2014-01-22 21:15:00,2014-01-23 03:08:00,-1.0 to -0.5
793,2012,10.0,New Jersey,Northeast,0.3,normal,severe weather,hurricanes,Sandy,11337.0,50000.0,8874893,2012-10-29 16:03:00,2012-11-06 12:00:00,0 to 0.5
794,2011,10.0,New Jersey,Northeast,-0.9,cold,intentional attack,vandalism,,,0.0,8842934,2011-10-20 07:15:00,2011-10-20 07:15:00,-1.0 to -0.5
795,2011,9.0,New Jersey,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,8842934,2011-09-26 10:15:00,2011-09-26 10:15:00,-1.0 to -0.5
796,2010,6.0,New Jersey,Northeast,-0.4,normal,severe weather,thunderstorm,,7020.0,150000.0,8803881,2010-06-24 15:00:00,2010-06-29 12:00:00,-0.5 to 0
797,2012,6.0,New Jersey,Northeast,-0.1,normal,severe weather,thunderstorm,,11058.0,205000.0,8874893,2012-06-30 01:15:00,2012-07-07 17:33:00,-0.5 to 0
798,2014,1.0,New Jersey,Northeast,-0.5,cold,intentional attack,,,,,8938844,2014-01-26 23:00:00,,-1.0 to -0.5
799,2012,10.0,New Jersey,Northeast,0.3,normal,severe weather,hurricanes,Sandy,9360.0,217000.0,8874893,2012-10-29 12:00:00,2012-11-04 23:00:00,0 to 0.5
800,2010,3.0,New Jersey,Northeast,0.9,warm,severe weather,flooding,,3300.0,180000.0,8803881,2010-03-13 16:00:00,2010-03-16 00:00:00,0.5 to 1.0
801,2011,7.0,New Jersey,Northeast,-0.3,normal,severe weather,,,3339.0,67900.0,8842934,2011-07-29 20:45:00,2011-08-01 04:24:00,-0.5 to 0
802,2011,8.0,New Jersey,Northeast,-0.6,cold,severe weather,,,2880.0,665000.0,8842934,2011-08-28 00:23:00,2011-08-30 00:23:00,-1.0 to -0.5
803,2010,2.0,New Jersey,Northeast,1.2,warm,severe weather,winter storm,,11580.0,221000.0,8803881,2010-02-05 15:00:00,2010-02-13 16:00:00,>1.0
804,2012,10.0,New Jersey,Northeast,0.3,normal,severe weather,hurricanes,Sandy,9600.0,,8874893,2012-10-29 08:00:00,2012-11-04 23:00:00,0 to 0.5
805,2011,10.0,New Jersey,Northeast,-0.9,cold,severe weather,,,13201.0,379000.0,8842934,2011-10-29 09:59:00,2011-11-07 13:00:00,-1.0 to -0.5
806,2010,3.0,New Jersey,Northeast,0.9,warm,severe weather,wind/rain,,9719.0,360000.0,8803881,2010-03-13 18:00:00,2010-03-20 12:59:00,0.5 to 1.0
807,2004,8.0,South Carolina,Southeast,0.6,warm,severe weather,hurricanes,Gaston,488.0,125000.0,4210921,2004-08-29 09:52:00,2004-08-29 18:00:00,0.5 to 1.0
808,2011,6.0,South Carolina,Southeast,-0.3,normal,severe weather,,,2415.0,50465.0,4672733,2011-06-02 23:45:00,2011-06-04 16:00:00,-0.5 to 0
809,2014,1.0,South Carolina,Southeast,-0.5,cold,severe weather,winter,,180.0,677858.0,4829160,2014-01-08 06:00:00,2014-01-08 09:00:00,-1.0 to -0.5
810,2014,2.0,South Carolina,Southeast,-0.5,cold,severe weather,snow/ice ,,4177.0,120124.0,4829160,2014-02-12 11:03:00,2014-02-15 08:40:00,-1.0 to -0.5
811,2000,1.0,South Carolina,Southeast,-1.6,cold,severe weather,winter storm,,7440.0,133000.0,4024223,2000-01-23 08:00:00,2000-01-28 12:00:00,<-1.0
812,2004,1.0,South Carolina,Southeast,0.3,normal,severe weather,winter storm,,3480.0,150000.0,4210921,2004-01-26 10:00:00,2004-01-28 20:00:00,0 to 0.5
813,2000,1.0,South Carolina,Southeast,-1.6,cold,severe weather,winter storm,,6600.0,81000.0,4024223,2000-01-29 22:00:00,2000-02-03 12:00:00,<-1.0
814,2014,1.0,South Carolina,Southeast,-0.5,cold,severe weather,winter,,300.0,677858.0,4829160,2014-01-07 18:00:00,2014-01-07 23:00:00,-1.0 to -0.5
815,2011,3.0,Oregon,Northwest,-0.7,cold,severe weather,,,1526.0,9000.0,3868509,2011-03-13 14:20:00,2011-03-14 15:46:00,-1.0 to -0.5
816,2011,12.0,Oregon,Northwest,-0.9,cold,intentional attack,vandalism,,60.0,2500.0,3868509,2011-12-20 07:45:00,2011-12-20 08:45:00,-1.0 to -0.5
817,2015,3.0,Oregon,Northwest,0.6,warm,severe weather,wind,,210.0,71000.0,4028977,2015-03-15 15:30:00,2015-03-15 19:00:00,0.5 to 1.0
818,2014,4.0,Oregon,Northwest,-0.2,normal,intentional attack,vandalism,,2.0,,3971202,2014-04-27 12:07:00,2014-04-27 12:09:00,-0.5 to 0
819,2013,8.0,Oregon,Northwest,-0.3,normal,intentional attack,vandalism,,1350.0,,3928030,2013-08-07 14:30:00,2013-08-08 13:00:00,-0.5 to 0
820,2016,2.0,Oregon,Northwest,2.0,warm,intentional attack,sabotage,,73.0,0.0,4085989,2016-02-21 15:54:00,2016-02-21 17:07:00,>1.0
821,2015,1.0,Oregon,Northwest,0.6,warm,intentional attack,vandalism,,1.0,,4028977,2015-01-26 14:39:00,2015-01-26 14:40:00,0.5 to 1.0
822,2008,12.0,Oregon,Northwest,-0.7,cold,equipment failure,,,200.0,3.0,3768748,2008-12-10 17:09:00,2008-12-10 20:29:00,-1.0 to -0.5
823,2012,2.0,Oregon,Northwest,-0.5,cold,intentional attack,vandalism,,,,3899444,2012-02-28 07:00:00,2012-02-28 07:00:00,-1.0 to -0.5
824,2016,2.0,Oregon,Northwest,2.0,warm,intentional attack,sabotage,,,,4085989,2016-02-07 14:58:00,,>1.0
825,2006,12.0,Oregon,Northwest,0.9,warm,severe weather,heavy wind,,4380.0,249500.0,3670883,2006-12-14 19:00:00,2006-12-17 20:00:00,0.5 to 1.0
826,2011,8.0,Oregon,Northwest,-0.6,cold,intentional attack,vandalism,,,,3868509,2011-08-01 14:18:00,2011-08-01 14:18:00,-1.0 to -0.5
827,2014,2.0,Oregon,Northwest,-0.5,cold,intentional attack,vandalism,,120.0,,3971202,2014-02-14 13:00:00,2014-02-14 15:00:00,-1.0 to -0.5
828,2016,7.0,Oregon,Northwest,-0.3,normal,intentional attack,vandalism,,2680.0,0.0,4085989,2016-07-02 04:00:00,2016-07-04 00:40:00,-0.5 to 0
829,2014,1.0,Oregon,Northwest,-0.5,cold,intentional attack,vandalism,,840.0,,3971202,2014-01-26 21:00:00,2014-01-27 11:00:00,-1.0 to -0.5
830,2013,6.0,Oregon,Northwest,-0.2,normal,intentional attack,vandalism,,989.0,,3928030,2013-06-22 04:59:00,2013-06-22 21:28:00,-0.5 to 0
831,2006,12.0,Oregon,Northwest,0.9,warm,severe weather,heavy wind,,4313.0,111000.0,3670883,2006-12-14 12:07:00,2006-12-17 12:00:00,0.5 to 1.0
832,2011,5.0,Oregon,Northwest,-0.4,normal,intentional attack,vandalism,,214.0,0.0,3868509,2011-05-06 06:56:00,2011-05-06 10:30:00,-0.5 to 0
833,2013,8.0,Oregon,Northwest,-0.3,normal,intentional attack,suspicious activity,,4.0,,3928030,2013-08-12 11:55:00,2013-08-12 11:59:00,-0.5 to 0
834,2011,8.0,Oregon,Northwest,-0.6,cold,intentional attack,vandalism,,164.0,0.0,3868509,2011-08-28 20:55:00,2011-08-28 23:39:00,-1.0 to -0.5
835,2015,1.0,Oregon,Northwest,0.6,warm,intentional attack,vandalism,,91.0,,4028977,2015-01-22 04:24:00,2015-01-22 05:55:00,0.5 to 1.0
836,2006,12.0,Oregon,Northwest,0.9,warm,severe weather,wildfire,,1050.0,84500.0,3670883,2006-12-16 19:30:00,2006-12-17 13:00:00,0.5 to 1.0
837,2013,5.0,Oregon,Northwest,-0.2,normal,intentional attack,vandalism,,838.0,,3928030,2013-05-14 00:01:00,2013-05-14 13:59:00,-0.5 to 0
838,2015,10.0,Oregon,Northwest,2.0,warm,intentional attack,,,60.0,0.0,4028977,2015-10-30 15:00:00,2015-10-30 16:00:00,>1.0
839,2014,2.0,Oregon,Northwest,-0.5,cold,intentional attack,vandalism,,1.0,,3971202,2014-02-18 18:43:00,2014-02-18 18:44:00,-1.0 to -0.5
840,2015,9.0,Oregon,Northwest,1.7,warm,intentional attack,vandalism,,1.0,,4028977,2015-09-29 15:40:00,2015-09-29 15:41:00,>1.0
841,2010,2.0,District of Columbia,Northeast,1.2,warm,severe weather,winter storm,,9886.0,97651.0,605126,2010-02-05 19:00:00,2010-02-12 15:46:00,>1.0
842,2011,8.0,District of Columbia,Northeast,-0.6,cold,severe weather,,,2425.0,220000.0,620472,2011-08-27 23:05:00,2011-08-29 15:30:00,-1.0 to -0.5
843,2010,8.0,District of Columbia,Northeast,-1.2,cold,severe weather,thunderstorm,,390.0,76729.0,605126,2010-08-05 15:30:00,2010-08-05 22:00:00,<-1.0
844,2003,9.0,District of Columbia,Northeast,0.2,normal,severe weather,hurricanes,Isabel,14500.0,530000.0,568502,2003-09-18 16:20:00,2003-09-28 18:00:00,0 to 0.5
845,2011,1.0,District of Columbia,Northeast,-1.3,cold,severe weather,winter storm,,6660.0,210000.0,620472,2011-01-26 17:00:00,2011-01-31 08:00:00,<-1.0
846,2013,2.0,District of Columbia,Northeast,-0.4,normal,equipment failure,generator trip,,159.0,52000.0,649540,2013-02-08 11:38:00,2013-02-08 14:17:00,-0.5 to 0
847,2014,1.0,District of Columbia,Northeast,-0.5,cold,severe weather,winter,,54.0,,659836,2014-01-06 19:50:00,2014-01-06 20:44:00,-1.0 to -0.5
848,2013,6.0,District of Columbia,Northeast,-0.2,normal,severe weather,uncontrolled loss,,30.0,40000.0,649540,2013-06-13 15:30:00,2013-06-13 16:00:00,-0.5 to 0
849,2012,6.0,District of Columbia,Northeast,-0.1,normal,severe weather,thunderstorm,,8077.0,425000.0,635342,2012-06-29 22:15:00,2012-07-05 12:52:00,-0.5 to 0
850,2010,8.0,District of Columbia,Northeast,-1.2,cold,severe weather,,,855.0,101003.0,605126,2010-08-12 06:45:00,2010-08-12 21:00:00,<-1.0
851,2015,12.0,Missouri,Central,2.3,warm,system operability disruption,uncontrolled loss,,65.0,,6083672,2015-12-10 21:25:00,2015-12-10 22:30:00,>1.0
852,2009,5.0,Missouri,Central,0.2,normal,severe weather,thunderstorm,,810.0,83000.0,5961088,2009-05-08 07:30:00,2009-05-08 21:00:00,0 to 0.5
853,2009,1.0,Missouri,Central,-0.7,cold,severe weather,winter storm,,4150.0,,5961088,2009-01-28 00:10:00,2009-01-30 21:20:00,-1.0 to -0.5
854,2009,1.0,Missouri,Central,-0.7,cold,severe weather,winter storm,,4740.0,62500.0,5961088,2009-01-27 11:00:00,2009-01-30 18:00:00,-1.0 to -0.5
855,2014,1.0,Missouri,Central,-0.5,cold,intentional attack,vandalism,,25.0,,6063827,2014-01-21 12:14:00,2014-01-21 12:39:00,-1.0 to -0.5
856,2013,8.0,Missouri,Central,-0.3,normal,intentional attack,vandalism,,,,6043708,2013-08-29 09:50:00,2013-08-29 09:50:00,-0.5 to 0
857,2015,12.0,Missouri,Central,2.3,warm,intentional attack,sabotage,,,0.0,6083672,2015-12-31 11:00:00,,>1.0
858,2007,8.0,Missouri,Central,-0.6,cold,severe weather,thunderstorm,,2070.0,63000.0,5887612,2007-08-13 01:30:00,2007-08-14 12:00:00,-1.0 to -0.5
859,2008,12.0,Missouri,Central,-0.7,cold,severe weather,wildfire,,870.0,53000.0,5923916,2008-12-02 04:30:00,2008-12-02 19:00:00,-1.0 to -0.5
860,2011,5.0,Missouri,Central,-0.4,normal,severe weather,,,12652.0,20000.0,6010587,2011-05-22 17:09:00,2011-05-31 12:01:00,-0.5 to 0
861,2011,5.0,Missouri,Central,-0.4,normal,severe weather,,,2880.0,70000.0,6010587,2011-05-23 12:30:00,2011-05-25 12:30:00,-0.5 to 0
862,2011,4.0,Missouri,Central,-0.5,cold,severe weather,,,120.0,55000.0,6010587,2011-04-22 21:00:00,2011-04-22 23:00:00,-1.0 to -0.5
863,2016,5.0,Missouri,Central,0.6,warm,intentional attack,sabotage,,1199.0,0.0,6091176,2016-05-14 21:25:00,2016-05-15 17:24:00,0.5 to 1.0
864,2016,5.0,Missouri,Central,0.6,warm,intentional attack,vandalism,,,0.0,6091176,2016-05-24 08:00:00,,0.5 to 1.0
865,2013,5.0,Missouri,Central,-0.2,normal,severe weather,thunderstorm,,1470.0,100000.0,6043708,2013-05-31 19:30:00,2013-06-01 20:00:00,-0.5 to 0
866,2013,2.0,Missouri,Central,-0.4,normal,severe weather,winter storm,,4140.0,56444.0,6043708,2013-02-26 13:00:00,2013-03-01 10:00:00,-0.5 to 0
867,2002,1.0,Missouri,Central,-0.2,normal,severe weather,winter storm,,15420.0,95000.0,5674825,2002-01-30 16:00:00,2002-02-10 09:00:00,-0.5 to 0
868,2010,7.0,Delaware,Northeast,-0.9,cold,equipment failure,transformer outage,,50.0,18400.0,899791,2010-07-06 03:47:00,2010-07-06 04:37:00,-1.0 to -0.5
869,2012,1.0,Delaware,Northeast,-0.7,cold,intentional attack,vandalism,,,0.0,917099,2012-01-13 09:20:00,2012-01-13 09:20:00,-1.0 to -0.5
870,2013,5.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-05-29 09:52:00,2013-05-29 09:53:00,-0.5 to 0
871,2012,11.0,Delaware,Northeast,0.1,normal,intentional attack,vandalism,,1.0,,917099,2012-11-26 15:07:00,2012-11-26 15:08:00,0 to 0.5
872,2011,4.0,Delaware,Northeast,-0.5,cold,intentional attack,vandalism,,,0.0,907916,2011-04-06 10:50:00,2011-04-06 10:50:00,-1.0 to -0.5
873,2011,9.0,Delaware,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,907916,2011-09-30 08:22:00,2011-09-30 08:22:00,-1.0 to -0.5
874,2012,6.0,Delaware,Northeast,-0.1,normal,intentional attack,,,,0.0,917099,2012-06-29 10:45:00,2012-06-29 10:45:00,-0.5 to 0
875,2011,1.0,Delaware,Northeast,-1.3,cold,intentional attack,vandalism,,457.0,0.0,907916,2011-01-25 03:23:00,2011-01-25 11:00:00,<-1.0
876,2012,4.0,Delaware,Northeast,-0.4,normal,intentional attack,vandalism,,1.0,0.0,917099,2012-04-07 12:25:00,2012-04-07 12:26:00,-0.5 to 0
877,2013,4.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-04-09 11:30:00,2013-04-09 11:31:00,-0.5 to 0
878,2011,2.0,Delaware,Northeast,-1.0,cold,intentional attack,vandalism,,,0.0,907916,2011-02-19 16:34:00,2011-02-19 16:34:00,<-1.0
879,2014,4.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,30.0,,935968,2014-04-25 07:00:00,2014-04-25 07:30:00,-0.5 to 0
880,2012,10.0,Delaware,Northeast,0.3,normal,intentional attack,vandalism,,1.0,0.0,917099,2012-10-24 15:15:00,2012-10-24 15:16:00,0 to 0.5
881,2013,3.0,Delaware,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,,925353,2013-03-28 13:01:00,2013-03-28 13:02:00,-0.5 to 0
882,2016,2.0,Delaware,Northeast,2.0,warm,intentional attack,vandalism,,65.0,0.0,952698,2016-02-24 09:10:00,2016-02-24 10:15:00,>1.0
883,2012,7.0,Delaware,Northeast,0.1,normal,intentional attack,vandalism,,1.0,,917099,2012-07-19 12:32:00,2012-07-19 12:33:00,0 to 0.5
884,2012,3.0,Delaware,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,917099,2012-03-23 19:34:00,2012-03-23 19:34:00,-0.5 to 0
885,2011,9.0,Delaware,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,907916,2011-09-21 10:30:00,2011-09-21 10:30:00,-1.0 to -0.5
886,2011,9.0,Delaware,Northeast,-0.8,cold,intentional attack,vandalism,,,0.0,907916,2011-09-28 16:41:00,2011-09-28 16:41:00,-1.0 to -0.5
887,2013,8.0,Delaware,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,,925353,2013-08-23 07:30:00,2013-08-23 07:31:00,-0.5 to 0
888,2000,,Delaware,Northeast,,,system operability disruption,,,,,786373,,,
889,2012,4.0,Delaware,Northeast,-0.4,normal,intentional attack,vandalism,,1.0,0.0,917099,2012-04-07 09:31:00,2012-04-07 09:32:00,-0.5 to 0
890,2012,3.0,Delaware,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,917099,2012-03-16 16:00:00,2012-03-16 16:00:00,-0.5 to 0
891,2013,5.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-05-17 08:35:00,2013-05-17 08:36:00,-0.5 to 0
892,2012,11.0,Delaware,Northeast,0.1,normal,intentional attack,vandalism,,1.0,,917099,2012-11-21 14:50:00,2012-11-21 14:51:00,0 to 0.5
893,2013,8.0,Delaware,Northeast,-0.3,normal,intentional attack,vandalism,,110.0,,925353,2013-08-22 12:55:00,2013-08-22 14:45:00,-0.5 to 0
894,2012,10.0,Delaware,Northeast,0.3,normal,intentional attack,vandalism,,39.0,0.0,917099,2012-10-25 18:51:00,2012-10-25 19:30:00,0 to 0.5
895,2016,6.0,Delaware,Northeast,0.1,normal,intentional attack,vandalism,,1.0,0.0,952698,2016-06-17 04:30:00,2016-06-17 04:31:00,0 to 0.5
896,2012,11.0,Delaware,Northeast,0.1,normal,intentional attack,vandalism,,1.0,0.0,917099,2012-11-26 12:37:00,2012-11-26 12:38:00,0 to 0.5
897,2013,4.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-04-23 11:00:00,2013-04-23 11:01:00,-0.5 to 0
898,2013,6.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-06-28 17:14:00,2013-06-28 17:15:00,-0.5 to 0
899,2013,5.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-05-15 14:11:00,2013-05-15 14:12:00,-0.5 to 0
900,2012,4.0,Delaware,Northeast,-0.4,normal,intentional attack,vandalism,,1.0,0.0,917099,2012-04-07 14:35:00,2012-04-07 14:36:00,-0.5 to 0
901,2016,7.0,Delaware,Northeast,-0.3,normal,intentional attack,,,507.0,0.0,952698,2016-07-21 06:18:00,2016-07-21 14:45:00,-0.5 to 0
902,2016,1.0,Delaware,Northeast,2.2,warm,intentional attack,vandalism,,213.0,0.0,952698,2016-01-14 08:27:00,2016-01-14 12:00:00,>1.0
903,2015,6.0,Delaware,Northeast,1.0,warm,severe weather,,,4254.0,65000.0,945934,2015-06-23 17:06:00,2015-06-26 16:00:00,0.5 to 1.0
904,2013,6.0,Delaware,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,925353,2013-06-21 23:14:00,2013-06-21 23:15:00,-0.5 to 0
905,2013,11.0,Delaware,Northeast,-0.3,normal,intentional attack,vandalism,,1.0,,925353,2013-11-01 13:26:00,2013-11-01 13:27:00,-0.5 to 0
906,2014,1.0,Delaware,Northeast,-0.5,cold,severe weather,winter,,53.0,,935968,2014-01-06 19:52:00,2014-01-06 20:45:00,-1.0 to -0.5
907,2011,1.0,Delaware,Northeast,-1.3,cold,intentional attack,vandalism,,,0.0,907916,2011-01-27 09:30:00,2011-01-27 09:30:00,<-1.0
908,2012,1.0,Delaware,Northeast,-0.7,cold,intentional attack,vandalism,,,0.0,917099,2012-01-12 08:26:00,2012-01-12 08:26:00,-1.0 to -0.5
909,2014,3.0,Iowa,East North Central,-0.4,normal,intentional attack,vandalism,,251.0,,3109481,2014-03-14 12:34:00,2014-03-14 16:45:00,-0.5 to 0
910,2007,2.0,Iowa,East North Central,0.4,normal,severe weather,winter storm,,347.0,140000.0,2999212,2007-02-24 18:00:00,2007-02-24 23:47:00,0 to 0.5
911,2013,1.0,Iowa,East North Central,-0.4,normal,intentional attack,,,1637.0,,3092224,2013-01-16 07:41:00,2013-01-17 10:58:00,-0.5 to 0
912,2014,3.0,Iowa,East North Central,-0.4,normal,intentional attack,,,21360.0,,3109481,2014-03-26 16:00:00,2014-04-10 12:00:00,-0.5 to 0
913,2012,4.0,Iowa,East North Central,-0.4,normal,intentional attack,vandalism,,2161.0,0.0,3076636,2012-04-01 20:27:00,2012-04-03 08:28:00,-0.5 to 0
914,2014,3.0,Iowa,East North Central,-0.4,normal,intentional attack,,,2880.0,,3109481,2014-03-11 00:00:00,2014-03-13 00:00:00,-0.5 to 0
915,2007,2.0,Iowa,East North Central,0.4,normal,severe weather,winter storm,,1044.0,215000.0,2999212,2007-02-24 19:23:00,2007-02-25 12:47:00,0 to 0.5
916,2008,6.0,Iowa,East North Central,-0.5,cold,severe weather,flooding,,8670.0,21000.0,3016734,2008-06-12 15:30:00,2008-06-18 16:00:00,-1.0 to -0.5
917,2014,3.0,Montana,West North Central,-0.4,normal,islanding,,,56.0,,1023252,2014-03-26 13:37:00,2014-03-26 14:33:00,-0.5 to 0
918,2013,6.0,Montana,West North Central,-0.2,normal,intentional attack,,,93.0,,1014402,2013-06-22 16:12:00,2013-06-22 17:45:00,-0.5 to 0
919,2010,6.0,Montana,West North Central,-0.4,normal,islanding,,,13.0,,990643,2010-06-17 10:49:00,2010-06-17 11:02:00,-0.5 to 0
920,2003,4.0,New York,Northeast,0.0,normal,severe weather,storm,,2089.0,160000.0,19175939,2003-04-04 03:11:00,2003-04-05 14:00:00,-0.5 to 0
921,2012,10.0,New York,Northeast,0.3,normal,severe weather,hurricanes,Sandy,20280.0,632816.0,19606981,2012-10-29 13:00:00,2012-11-12 14:00:00,0 to 0.5
922,2012,10.0,New York,Northeast,0.3,normal,severe weather,hurricanes,Sandy,14639.0,818000.0,19606981,2012-10-29 16:01:00,2012-11-08 19:00:00,0 to 0.5
923,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,2880.0,152261.0,19523202,2011-08-28 05:00:00,2011-08-30 05:00:00,-1.0 to -0.5
924,2000,5.0,New York,Northeast,-0.7,cold,system operability disruption,,,681.0,,19001780,2000-05-09 11:39:00,2000-05-09 23:00:00,-1.0 to -0.5
925,2001,6.0,New York,Northeast,-0.1,normal,equipment failure,feeder shutdown,,494.0,,19082838,2001-06-25 13:25:00,2001-06-25 21:39:00,-0.5 to 0
926,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,1.0,116000.0,19523202,2011-08-28 12:30:00,2011-08-28 12:31:00,-1.0 to -0.5
927,2011,10.0,New York,Northeast,-0.9,cold,severe weather,,,5355.0,145000.0,19523202,2011-10-29 15:00:00,2011-11-02 08:15:00,-1.0 to -0.5
928,2011,5.0,New York,Northeast,-0.4,normal,intentional attack,vandalism,,,0.0,19523202,2011-05-08 19:35:00,2011-05-08 19:35:00,-0.5 to 0
929,2013,12.0,New York,Northeast,-0.3,normal,severe weather,snow/ice ,,3943.0,59000.0,19691032,2013-12-22 06:16:00,2013-12-24 23:59:00,-0.5 to 0
930,2007,7.0,New York,Northeast,-0.4,normal,severe weather,storm,,3300.0,300000.0,19132335,2007-07-10 11:00:00,2007-07-12 18:00:00,-0.5 to 0
931,2016,5.0,New York,Northeast,0.6,warm,system operability disruption,transmission interruption,,191.0,56645.0,19836286,2016-05-26 21:29:00,2016-05-27 00:40:00,0.5 to 1.0
932,2014,3.0,New York,Northeast,-0.4,normal,intentional attack,,,,,19748858,2014-03-03 17:25:00,2014-03-03 17:25:00,-0.5 to 0
933,2016,5.0,New York,Northeast,0.6,warm,intentional attack,sabotage,,73.0,0.0,19836286,2016-05-07 07:49:00,2016-05-07 09:02:00,0.5 to 1.0
934,2004,1.0,New York,Northeast,0.3,normal,public appeal,,,4680.0,18600.0,19171567,2004-01-14 06:00:00,2004-01-17 12:00:00,0 to 0.5
935,2012,7.0,New York,Northeast,0.1,normal,fuel supply emergency,Coal,,17310.0,,19606981,2012-07-19 10:30:00,2012-07-31 11:00:00,0 to 0.5
936,2010,8.0,New York,Northeast,-1.2,cold,fuel supply emergency,,,10080.0,,19402920,2010-08-09 12:00:00,2010-08-16 12:00:00,<-1.0
937,2008,12.0,New York,Northeast,-0.7,cold,severe weather,winter storm,,10726.0,190000.0,19212436,2008-12-12 02:38:00,2008-12-19 13:24:00,-1.0 to -0.5
